Length,Width,Height,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,epsilon_r,FaultLabel
46.97,33.0,1.13,2.35,5306.38,0.18,-8.99,-6.03,1.54,4.71,43.8,135.06,2.49,1
49.21,38.03,0.96,1.57,4609.11,0.94,-9.38,-15.66,3.59,2.69,80.23,105.95,2.51,1
42.49,32.96,1.05,2.23,8033.11,0.17,-11.09,-20.02,3.97,-0.84,79.19,101.27,1.76,1
43.45,39.75,0.86,2.05,10823.11,0.85,-20.09,-15.43,1.11,-0.93,89.89,50.36,3.48,1
45.66,33.47,0.8,1.69,4329.73,0.69,-24.14,-4.58,3.54,5.62,48.89,148.63,3.17,1
40.26,34.44,1.49,2.39,11050.73,1.03,-15.54,-23.19,2.39,4.03,43.51,55.35,2.43,1
49.37,31.79,0.86,1.55,3868.1,0.2,-5.1,-12.79,3.09,-0.3,63.42,102.31,2.98,1
47.83,30.74,1.19,1.81,13357.39,0.81,-15.68,-15.95,2.07,1.39,67.54,103.06,2.16,1
46.74,32.94,1.0,2.48,14298.54,0.91,-5.37,-3.15,1.81,1.42,85.28,126.02,1.83,1
44.43,39.29,1.39,2.05,13355.03,0.43,-12.24,-9.51,3.18,3.26,54.15,88.98,3.84,1
40.5,36.54,1.22,1.61,3562.76,0.26,-7.78,-3.82,1.92,2.09,41.44,127.23,1.83,1
44.75,34.05,0.97,1.92,6201.75,0.63,-11.61,-5.49,1.44,4.67,75.72,115.37,3.76,1
46.86,37.42,1.34,1.51,3494.13,0.78,-5.01,-5.79,3.1,4.09,43.6,130.19,1.9,1
48.66,37.92,1.39,1.5,4721.16,0.33,-13.45,-24.93,1.38,2.39,32.46,78.25,3.86,1
48.29,30.55,0.82,1.68,6304.0,0.74,-14.19,-18.5,2.89,5.24,71.6,42.82,2.19,1
42.39,39.68,1.44,1.95,3965.35,0.45,-14.84,-4.48,1.33,2.86,72.39,105.69,2.56,1
47.3,36.99,1.32,2.12,5309.55,0.21,-20.36,-3.82,1.45,4.4,44.44,90.52,1.93,1
43.45,39.75,0.86,2.05,10823.11,0.85,-20.09,-15.43,1.11,-0.93,89.89,50.36,3.48,1
45.11,30.81,1.21,1.54,13551.68,0.37,-10.42,-3.12,3.69,2.7,49.45,123.85,2.56,1
43.47,35.07,1.3,1.85,7047.91,0.2,-24.58,-18.49,3.59,5.15,86.45,100.11,3.76,1
47.64,30.47,1.46,1.54,9659.36,0.92,-12.38,-4.11,2.03,3.1,34.97,107.18,3.29,1
40.21,34.68,1.5,2.26,11706.33,0.76,-9.63,-15.64,2.05,4.86,37.72,60.1,2.59,1
47.69,32.08,1.29,2.13,13741.29,0.34,-23.12,-7.72,3.52,4.05,32.14,48.49,3.19,1
46.67,37.66,1.34,2.26,11783.56,1.08,-17.8,-16.58,2.95,2.71,70.71,84.18,2.2,1
48.35,32.14,0.91,2.06,3292.86,0.31,-9.39,-12.25,3.82,5.13,48.95,158.63,1.76,1
46.45,36.5,1.5,1.57,3832.46,0.18,-6.12,-23.27,1.55,0.01,44.43,120.69,2.51,1
41.74,35.91,1.08,1.87,11525.27,1.17,-9.2,-20.83,3.85,1.16,79.0,61.34,1.5,1
47.66,34.01,1.19,2.32,6738.88,0.26,-24.09,-9.82,1.2,3.15,34.09,53.55,3.77,1
45.74,33.13,1.14,1.74,3380.21,0.85,-5.5,-7.94,3.38,0.58,81.71,101.27,3.87,1
48.14,36.78,1.01,1.53,10281.45,0.46,-7.2,-19.85,2.65,0.39,88.0,117.15,2.79,1
49.6,34.07,1.55,2.22,8468.86,0.32,-15.74,-23.04,3.59,2.5,64.25,139.59,1.8,1
45.99,33.33,1.31,2.08,9572.59,0.23,-7.76,-17.29,1.48,4.31,80.76,66.23,3.47,1
45.54,35.53,0.99,1.72,3130.99,1.17,-9.98,-5.18,2.36,0.66,58.37,156.96,1.94,1
41.92,31.54,1.07,2.03,7900.06,0.51,-23.24,-10.83,2.16,2.58,33.12,159.41,3.92,1
47.27,36.38,1.04,1.51,10222.67,0.43,-9.82,-6.61,3.26,4.29,87.19,118.05,3.92,1
41.99,33.59,1.39,2.34,14021.78,0.29,-11.55,-3.74,1.17,3.73,80.73,81.08,2.92,1
42.94,37.11,1.44,1.67,7479.95,0.49,-21.57,-10.55,3.26,3.55,74.2,51.22,3.99,1
45.54,35.53,0.99,1.72,3130.99,1.17,-9.98,-5.18,2.36,0.66,58.37,156.96,1.94,1
42.2,35.78,1.33,2.09,11648.34,0.72,-7.01,-22.67,3.88,5.44,83.94,82.61,2.89,1
47.16,36.32,0.93,2.27,13786.59,0.65,-11.11,-12.2,1.5,1.69,87.84,46.44,2.37,1
47.96,35.15,1.25,2.47,3643.56,0.13,-16.36,-4.32,4.0,1.75,77.89,79.11,1.87,1
47.81,37.84,1.42,2.16,7861.47,0.84,-22.54,-6.64,2.32,3.66,35.31,40.96,3.66,1
45.25,34.87,1.09,2.08,13444.83,1.0,-17.01,-3.59,3.87,3.9,36.2,147.71,2.16,1
40.01,33.82,1.08,1.52,3845.04,0.8,-24.15,-6.36,3.94,0.18,38.38,71.74,3.72,1
44.25,34.03,1.12,1.81,5008.16,1.01,-22.56,-11.3,1.48,5.07,43.67,55.09,1.64,1
49.66,33.35,1.43,2.07,5406.43,0.23,-15.04,-20.54,2.18,-0.7,56.07,85.63,3.99,1
43.68,39.19,1.09,2.05,9250.29,1.11,-6.07,-18.76,2.81,4.17,32.82,130.28,2.42,1
47.39,35.26,1.6,1.66,7623.24,0.42,-7.43,-14.36,3.74,3.95,89.93,111.97,2.94,1
48.14,33.24,1.07,2.36,8098.27,0.49,-16.37,-17.51,3.58,2.55,62.5,113.92,3.05,1
41.22,30.42,0.96,1.64,14547.38,0.72,-22.41,-3.17,3.0,3.04,74.88,132.79,3.78,1
47.12,37.35,1.25,1.9,6327.36,0.91,-23.81,-3.94,3.97,5.28,83.23,154.88,3.71,1
44.75,34.05,0.97,1.92,6201.75,0.63,-11.61,-5.49,1.44,4.67,75.72,115.37,3.76,1
44.4,31.0,1.4,1.62,4607.76,0.36,-14.06,-10.47,3.58,3.13,68.25,97.74,1.54,1
48.81,35.71,0.87,2.02,12644.79,0.39,-16.49,-8.77,2.18,-0.97,47.09,106.28,1.68,1
49.57,34.3,0.9,2.25,12689.9,1.08,-11.32,-22.77,1.01,2.28,76.96,59.41,2.49,1
41.59,39.88,0.89,2.05,7528.19,0.96,-24.31,-20.09,1.19,0.8,59.08,42.32,3.66,1
46.05,39.48,1.47,2.47,8678.27,0.55,-9.86,-20.2,2.24,0.19,35.96,134.36,2.41,1
46.72,35.63,1.44,1.91,3368.26,0.98,-21.19,-16.47,2.07,-0.14,51.05,61.25,1.51,1
49.53,34.81,1.05,2.35,6109.9,0.76,-10.93,-6.92,3.36,1.69,33.55,44.59,2.67,1
44.69,32.21,0.84,1.92,4435.72,0.11,-21.19,-3.7,1.48,2.52,70.16,65.94,3.72,1
40.67,32.85,1.5,2.01,9358.53,0.22,-5.85,-22.35,3.9,0.3,32.95,152.9,1.9,1
43.94,39.34,1.17,1.75,13485.12,1.2,-21.89,-5.81,2.47,0.79,78.73,105.93,2.84,1
44.97,32.12,1.08,2.28,4777.95,0.65,-15.12,-20.94,1.98,3.81,39.32,138.24,3.62,1
42.32,33.14,0.94,1.54,3628.83,0.31,-23.11,-9.88,3.65,2.47,48.39,100.53,1.76,1
43.89,38.8,0.83,1.97,12958.23,0.24,-10.79,-17.78,1.07,2.32,61.3,44.99,2.3,1
48.13,32.02,1.01,2.2,6046.58,0.39,-6.29,-3.03,1.47,5.3,63.16,44.63,2.22,1
40.35,31.48,1.01,2.28,13108.0,0.74,-10.64,-7.24,1.2,-0.41,82.13,44.73,2.16,1
40.06,35.67,1.01,2.36,6991.38,0.56,-19.97,-24.3,1.05,1.38,67.59,62.06,4.0,1
44.92,31.59,0.88,2.06,4302.83,1.16,-9.46,-3.16,3.3,1.09,78.72,64.12,2.81,1
49.85,38.74,0.84,1.74,10395.98,0.51,-9.47,-8.69,3.91,1.54,71.66,42.61,3.5,1
49.62,34.47,1.13,1.62,3091.41,0.24,-23.05,-7.66,2.16,4.79,69.81,92.78,2.18,1
45.79,36.92,0.81,2.05,12674.91,0.68,-16.49,-3.97,3.78,5.56,67.06,54.26,2.4,1
41.51,32.8,1.56,1.92,6793.21,0.92,-8.15,-21.64,3.73,4.7,52.25,63.66,2.39,1
49.32,33.6,1.46,1.9,8819.46,0.33,-24.73,-4.58,3.65,0.78,65.12,150.15,2.05,1
40.49,31.39,0.94,2.39,3036.23,0.54,-5.74,-4.37,3.46,2.72,50.77,128.07,2.13,1
49.76,34.14,1.49,1.56,3934.27,0.14,-7.8,-6.7,3.24,5.17,48.13,132.83,2.76,1
40.87,33.93,0.87,1.67,8923.53,0.75,-23.96,-17.13,3.33,2.69,51.63,104.05,3.91,1
48.28,33.14,1.11,1.8,8386.03,0.36,-5.39,-20.77,3.43,-0.99,55.52,98.36,2.92,1
41.41,36.8,1.03,1.75,4433.08,1.0,-20.86,-19.28,3.4,1.73,71.65,134.07,1.61,1
45.77,36.85,0.98,2.44,6161.33,1.02,-16.06,-18.05,3.57,5.81,58.76,105.96,2.39,1
42.31,33.74,1.46,1.95,14959.09,1.15,-19.81,-22.14,3.12,-0.75,41.72,75.09,3.88,1
47.14,38.46,0.82,2.06,11492.63,1.08,-17.34,-16.29,2.74,3.62,31.26,95.56,2.79,1
44.71,39.5,1.44,1.78,9698.18,0.86,-9.09,-15.18,2.2,4.37,55.9,69.75,1.82,1
41.36,30.08,1.56,1.94,10935.47,0.72,-10.97,-5.4,1.99,3.6,30.89,75.61,2.28,1
43.52,39.01,0.8,1.92,10126.2,0.79,-5.37,-17.43,2.41,2.07,77.28,69.37,1.76,1
49.38,37.24,0.87,2.18,10107.46,0.68,-18.51,-7.9,3.73,1.27,59.02,125.97,3.06,1
42.79,30.49,1.24,2.01,3494.99,0.66,-9.67,-12.47,3.23,0.92,64.03,128.25,3.4,1
45.07,34.56,1.18,1.6,12997.92,0.64,-12.1,-14.6,1.54,2.79,39.57,142.26,3.23,1
41.74,31.93,0.96,2.04,13323.64,0.68,-11.85,-7.79,3.97,0.92,86.52,63.46,3.12,1
49.57,34.3,0.9,2.25,12689.9,1.08,-11.32,-22.77,1.01,2.28,76.96,59.41,2.49,1
40.69,30.85,1.38,2.4,13505.45,1.02,-18.5,-10.72,1.96,0.7,57.88,72.44,2.23,1
42.08,35.87,0.81,1.65,7000.9,0.97,-10.63,-17.56,2.86,-0.71,39.83,157.83,2.65,1
47.6,36.76,0.85,1.61,9301.65,0.21,-13.76,-9.19,2.86,-0.93,86.16,70.53,2.1,1
44.67,30.78,1.18,1.99,13509.44,0.1,-10.24,-19.43,1.39,-0.04,40.48,49.09,3.48,1
42.99,30.39,1.45,1.6,6698.34,1.0,-10.3,-15.57,3.3,0.82,55.31,137.38,1.62,1
43.73,35.45,1.43,2.38,10442.88,0.82,-7.11,-7.58,2.74,-0.91,54.76,48.51,3.95,1
46.38,30.37,1.59,2.31,7951.19,0.69,-19.66,-14.63,3.06,5.08,87.36,119.64,2.37,1
48.18,30.24,1.28,1.83,6622.54,0.77,-20.12,-3.47,1.53,2.83,70.7,77.07,3.89,1
47.3,36.99,1.32,2.12,5309.55,0.21,-20.36,-3.82,1.45,4.4,44.44,90.52,1.93,1
41.0,34.24,1.33,2.32,4751.67,0.96,-5.73,-11.03,1.06,4.41,45.98,49.05,1.85,1
40.87,33.93,0.87,1.67,8923.53,0.75,-23.96,-17.13,3.33,2.69,51.63,104.05,3.91,1
43.41,30.78,1.26,1.73,7409.99,0.52,-9.84,-19.9,3.81,4.2,58.87,145.66,3.11,1
40.67,35.36,0.87,2.35,4026.1,1.17,-22.38,-13.31,1.18,0.86,80.44,58.97,3.5,1
44.01,33.35,1.12,2.39,6363.81,0.87,-20.72,-5.0,2.4,1.09,55.71,128.77,2.71,1
44.35,36.19,1.24,2.02,4339.81,0.14,-17.83,-4.27,1.54,0.88,58.99,149.7,1.91,1
40.49,35.3,1.22,2.11,9558.79,0.82,-7.6,-18.02,3.39,0.59,49.85,99.33,3.17,1
45.21,33.79,1.1,1.52,13239.86,1.17,-8.45,-24.0,3.75,1.95,42.83,157.32,3.96,1
42.39,32.31,0.87,2.45,3503.42,0.98,-18.05,-17.46,2.74,-0.24,72.15,128.39,2.24,1
44.71,39.5,1.44,1.78,9698.18,0.86,-9.09,-15.18,2.2,4.37,55.9,69.75,1.82,1
42.73,31.64,1.5,2.4,6882.77,0.13,-15.51,-7.66,3.11,3.73,31.26,52.23,2.18,1
49.87,30.62,0.89,1.78,8601.8,0.12,-19.89,-12.0,2.51,1.38,67.05,55.91,2.56,1
43.8,31.4,1.59,1.57,3226.94,0.86,-20.46,-23.13,1.44,3.68,60.25,46.44,3.95,1
42.6,35.37,1.19,1.52,3585.31,0.31,-15.15,-10.51,2.56,3.02,89.52,50.52,1.87,1
42.38,38.39,0.87,1.53,4977.97,0.51,-14.75,-18.67,3.02,1.96,30.64,135.03,3.19,1
46.07,38.32,1.43,1.71,5358.04,0.9,-16.74,-11.19,3.2,3.74,74.11,79.67,2.58,1
43.61,39.07,1.24,1.69,3441.13,1.12,-21.9,-10.57,2.23,1.55,73.14,91.64,3.89,1
40.38,32.79,1.38,2.5,8455.1,0.79,-8.45,-8.82,1.64,4.84,66.06,48.71,2.53,1
45.59,34.15,1.52,2.45,7977.45,0.62,-13.22,-15.54,3.93,3.41,66.67,61.18,1.77,1
42.53,38.82,1.42,2.11,4087.55,0.13,-24.78,-19.49,3.29,1.71,76.53,115.08,3.82,1
41.27,36.66,1.27,2.2,10923.48,0.7,-10.12,-4.05,1.99,0.97,84.85,110.54,2.16,1
48.99,31.71,1.03,2.02,5948.54,0.55,-21.03,-4.82,2.4,5.32,40.1,84.72,1.65,1
41.38,32.04,0.93,2.28,14054.31,0.39,-22.47,-15.99,1.27,-0.73,80.5,100.98,2.33,1
40.76,37.65,1.43,2.27,9833.98,0.87,-20.73,-8.88,3.45,4.32,51.21,110.92,1.74,1
49.75,36.72,1.24,1.91,10387.43,0.53,-10.64,-19.2,2.0,3.61,64.79,116.88,2.39,0
43.74,37.38,1.47,2.48,3145.94,0.22,-24.31,-23.72,3.86,0.56,35.02,72.4,3.69,1
49.43,33.03,1.13,2.31,3747.11,0.81,-22.45,-18.68,3.49,-0.61,32.16,90.14,1.55,1
47.13,37.05,1.49,1.87,14943.02,1.16,-24.73,-7.6,3.05,-0.41,88.33,47.78,2.36,1
49.76,34.14,1.49,1.56,3934.27,0.14,-7.8,-6.7,3.24,5.17,48.13,132.83,2.76,1
47.26,33.79,0.83,1.94,6453.53,0.83,-14.47,-6.74,2.47,0.09,38.92,108.71,1.56,1
41.92,31.54,1.07,2.03,7900.06,0.51,-23.24,-10.83,2.16,2.58,33.12,159.41,3.92,1
42.46,30.21,1.23,2.28,4582.41,0.89,-16.35,-13.62,1.81,-0.66,85.69,144.81,2.06,1
45.11,32.33,1.37,1.97,9559.48,0.75,-13.64,-24.04,3.33,4.02,39.5,66.39,3.83,1
46.33,30.83,1.38,2.49,7821.8,0.85,-18.68,-20.3,3.15,-0.98,79.36,103.4,3.45,1
43.16,33.84,1.12,1.98,8110.46,0.18,-20.61,-10.83,3.49,2.58,38.89,48.46,3.82,1
47.44,33.96,1.46,1.84,12570.57,0.42,-15.03,-16.26,3.99,0.69,80.52,136.95,2.15,1
42.82,31.52,1.27,1.72,4254.71,1.09,-19.62,-11.23,1.39,0.99,38.31,73.13,2.18,1
49.65,35.81,1.05,2.29,3264.12,1.04,-22.62,-24.47,1.43,4.85,33.04,149.65,1.63,1
41.43,37.41,1.35,2.15,4642.24,0.23,-15.21,-14.35,1.38,5.76,79.04,144.67,2.66,0
41.52,33.35,1.51,2.28,7212.75,0.57,-17.68,-9.61,3.94,4.41,30.09,44.7,3.65,1
42.38,38.39,0.87,1.53,4977.97,0.51,-14.75,-18.67,3.02,1.96,30.64,135.03,3.19,1
42.1,38.82,1.15,2.27,5446.31,1.11,-24.9,-10.19,3.79,4.57,67.7,43.23,2.71,1
44.27,36.14,0.81,1.53,4381.3,0.76,-16.21,-9.75,2.34,-0.95,44.75,151.84,2.79,1
48.32,32.02,1.26,1.71,3045.46,0.54,-14.18,-19.27,1.15,4.4,59.02,46.51,1.52,1
44.5,33.86,1.31,1.55,12320.83,0.41,-12.56,-15.67,2.83,2.98,61.05,59.24,3.16,1
44.63,33.17,1.4,2.27,3247.23,0.46,-18.75,-20.0,2.65,1.37,39.41,130.02,2.04,1
42.84,35.46,0.88,2.35,14380.83,0.92,-14.27,-11.63,3.25,4.3,55.12,56.2,1.58,1
45.5,31.83,1.55,2.43,14710.04,0.16,-11.41,-5.74,1.93,3.34,70.17,55.51,2.89,1
40.68,33.63,0.81,1.65,10974.76,0.4,-22.46,-4.93,1.49,1.39,60.08,143.52,2.09,1
43.46,38.04,1.5,2.17,11936.13,1.14,-13.65,-6.46,1.45,5.08,32.68,42.58,2.9,1
45.88,37.92,1.23,1.87,14815.75,0.9,-21.19,-6.83,4.0,4.68,57.75,84.83,3.32,1
42.82,37.56,1.29,1.75,13916.96,1.18,-8.8,-5.15,1.93,4.11,83.93,122.08,3.29,1
46.38,30.37,1.59,2.31,7951.19,0.69,-19.66,-14.63,3.06,5.08,87.36,119.64,2.37,1
49.89,32.74,1.1,1.61,3923.88,0.32,-12.01,-9.94,3.47,4.79,46.45,84.58,3.76,1
42.46,30.21,1.23,2.28,4582.41,0.89,-16.35,-13.62,1.81,-0.66,85.69,144.81,2.06,1
45.8,35.02,1.32,1.68,6884.09,0.76,-9.6,-19.76,1.25,1.8,61.47,92.2,3.78,1
49.74,32.15,1.48,1.94,13289.62,0.11,-14.55,-15.79,3.36,5.73,36.1,130.39,3.5,1
49.63,37.03,0.86,1.74,6886.38,0.21,-10.75,-11.2,1.97,2.62,45.74,43.34,1.59,1
46.0,31.48,1.38,1.9,5782.88,0.9,-23.37,-17.36,3.76,-0.11,54.42,40.63,3.89,1
47.69,39.07,1.42,2.11,14312.39,0.5,-18.69,-18.0,2.76,-0.65,61.47,98.8,1.57,1
40.64,34.15,1.29,2.24,12129.37,0.14,-16.93,-12.09,2.17,-0.97,62.18,84.77,3.64,1
42.49,32.96,1.05,2.23,8033.11,0.17,-11.09,-20.02,3.97,-0.84,79.19,101.27,1.76,1
42.82,31.52,1.27,1.72,4254.71,1.09,-19.62,-11.23,1.39,0.99,38.31,73.13,2.18,1
40.49,31.39,0.94,2.39,3036.23,0.54,-5.74,-4.37,3.46,2.72,50.77,128.07,2.13,1
49.46,39.9,1.3,2.34,14877.46,0.44,-21.3,-17.88,3.9,1.07,57.06,142.13,1.54,1
41.92,30.72,0.91,1.82,6496.47,0.99,-18.13,-21.43,3.93,3.93,78.2,99.67,1.71,1
44.23,38.96,1.23,2.26,5131.71,0.18,-16.19,-17.8,2.54,1.41,81.76,128.27,2.07,1
40.67,32.85,1.5,2.01,9358.53,0.22,-5.85,-22.35,3.9,0.3,32.95,152.9,1.9,1
46.35,34.22,1.04,2.44,12627.75,0.15,-18.5,-17.79,1.99,1.81,34.87,60.99,3.8,1
48.32,36.28,0.9,2.33,9188.61,0.74,-13.86,-20.11,2.67,2.29,83.83,152.93,2.8,1
42.07,32.14,0.9,2.31,10327.84,0.84,-9.48,-18.47,2.42,-0.55,49.36,69.25,2.16,1
44.71,35.72,0.87,1.66,9452.77,0.26,-16.86,-24.85,3.02,4.99,79.11,80.26,3.31,1
44.69,32.21,0.84,1.92,4435.72,0.11,-21.19,-3.7,1.48,2.52,70.16,65.94,3.72,1
42.43,37.99,1.42,2.46,12296.3,1.19,-13.85,-24.3,2.0,1.76,87.98,90.54,2.97,1
46.2,39.11,1.23,1.97,14903.0,0.91,-7.0,-13.59,3.62,0.0,79.01,61.7,1.92,1
46.88,34.16,1.05,2.2,14702.69,1.05,-15.13,-22.19,2.98,0.47,43.62,115.36,2.23,1
44.91,30.73,1.43,2.49,14058.71,0.77,-16.95,-6.94,2.72,0.25,69.86,97.05,3.81,1
43.47,31.32,1.29,1.67,8166.93,0.54,-23.48,-9.36,3.04,4.44,62.69,106.47,3.62,1
41.74,35.91,1.08,1.87,11525.27,1.17,-9.2,-20.83,3.85,1.16,79.0,61.34,1.5,1
45.6,33.89,1.32,1.89,4153.33,1.05,-8.06,-18.78,2.68,-0.06,74.28,94.64,3.26,1
42.51,31.06,1.57,1.84,13202.99,0.81,-6.93,-16.43,3.62,0.57,67.38,157.67,2.92,1
43.86,35.6,0.8,1.75,9949.84,0.13,-22.37,-13.46,1.66,3.93,83.56,59.75,3.7,1
47.94,32.3,1.08,2.42,5824.16,0.64,-18.33,-12.75,1.85,1.02,31.22,50.34,3.89,1
44.86,39.01,1.56,2.17,9861.56,0.34,-23.13,-6.97,3.67,4.46,71.91,90.41,3.2,1
40.67,39.8,1.31,1.75,6587.94,0.12,-9.25,-16.66,1.47,5.22,42.16,53.28,1.7,1
45.11,37.15,1.31,2.32,9305.6,1.08,-23.35,-7.63,3.64,4.52,37.11,101.86,1.75,1
44.75,34.05,0.97,1.92,6201.75,0.63,-11.61,-5.49,1.44,4.67,75.72,115.37,3.76,1
47.86,39.19,1.24,1.67,13178.83,1.07,-18.92,-10.33,1.06,5.48,50.83,107.67,2.02,1
47.45,33.48,1.02,2.47,7182.41,1.2,-7.95,-20.25,3.48,5.89,46.61,119.73,3.29,1
42.7,38.0,1.54,1.55,14771.66,0.89,-5.08,-10.73,1.02,3.75,43.6,158.62,3.66,1
49.65,35.81,1.05,2.29,3264.12,1.04,-22.62,-24.47,1.43,4.85,33.04,149.65,1.63,1
47.29,31.88,0.95,1.88,3661.5,0.79,-8.41,-22.89,3.18,2.95,78.75,123.35,3.48,1
49.89,35.04,1.41,2.07,9812.95,0.96,-9.31,-20.48,1.48,0.29,43.89,49.41,2.1,1
47.6,36.76,0.85,1.61,9301.65,0.21,-13.76,-9.19,2.86,-0.93,86.16,70.53,2.1,1
40.9,33.18,0.92,2.26,12842.3,0.98,-5.65,-22.31,3.76,3.84,37.23,157.26,2.98,1
47.69,39.07,1.42,2.11,14312.39,0.5,-18.69,-18.0,2.76,-0.65,61.47,98.8,1.57,1
41.83,32.5,1.01,2.3,11144.68,0.79,-6.33,-19.44,3.51,2.3,87.36,119.7,3.74,1
44.59,34.78,1.59,1.58,13873.82,0.33,-9.88,-9.5,3.26,-0.21,30.98,138.73,3.51,1
45.2,38.06,1.58,2.37,5762.01,0.73,-20.89,-14.39,3.96,5.89,67.05,134.22,2.23,1
45.02,32.17,0.88,2.22,5186.46,0.87,-7.62,-11.6,3.63,1.37,81.07,113.33,1.56,1
43.77,32.07,0.95,1.84,13231.88,0.52,-23.74,-6.35,3.36,2.84,32.79,58.34,3.9,1
45.99,35.99,0.98,2.27,12236.37,1.13,-24.89,-15.59,2.71,1.38,89.49,47.19,2.05,1
47.25,33.04,1.3,2.09,12761.12,0.79,-12.02,-23.14,2.69,4.05,35.84,57.64,3.09,1
41.22,30.42,0.96,1.64,14547.38,0.72,-22.41,-3.17,3.0,3.04,74.88,132.79,3.78,1
40.37,33.28,0.89,1.78,14913.51,0.36,-9.24,-7.64,1.19,1.74,38.95,78.96,2.8,1
43.47,35.07,1.3,1.85,7047.91,0.2,-24.58,-18.49,3.59,5.15,86.45,100.11,3.76,1
48.61,35.96,0.83,1.96,12418.34,0.56,-21.69,-14.34,2.66,0.68,67.94,102.21,2.5,1
41.4,33.25,1.25,2.36,4288.02,0.47,-12.72,-7.29,3.0,1.06,32.39,41.83,3.43,1
49.06,31.01,1.3,1.68,14079.82,1.0,-16.9,-4.03,1.17,3.27,51.24,134.85,3.68,1
46.33,37.39,0.92,2.01,6842.33,0.9,-17.81,-7.15,1.57,5.96,61.29,90.86,1.95,1
47.93,30.1,1.51,2.32,8768.46,0.22,-15.95,-12.15,1.76,2.41,76.54,150.73,3.7,0
44.68,32.88,1.05,2.13,11719.43,0.72,-20.95,-22.82,3.46,5.95,44.24,111.25,2.25,1
43.24,36.03,1.12,1.73,6983.7,0.98,-7.87,-21.1,3.6,0.89,75.38,66.81,3.14,1
45.88,37.92,1.23,1.87,14815.75,0.9,-21.19,-6.83,4.0,4.68,57.75,84.83,3.32,1
41.02,31.79,1.53,2.13,4659.27,0.16,-7.07,-19.55,1.5,0.28,34.97,47.44,3.72,1
48.45,35.4,1.37,2.15,5801.38,0.55,-8.1,-19.68,3.79,4.64,60.61,104.95,2.05,1
43.3,38.4,1.46,1.75,3263.7,0.99,-21.62,-7.67,3.05,0.18,34.71,151.32,2.21,1
47.34,36.51,0.89,2.37,7734.1,1.0,-21.58,-16.63,3.01,3.41,61.13,150.78,3.1,1
43.86,31.18,1.35,1.68,13925.16,0.9,-10.2,-18.14,3.86,1.89,46.03,118.44,2.12,1
40.78,38.01,1.09,1.77,6932.51,1.08,-22.93,-3.3,2.39,3.39,60.4,47.52,3.9,1
43.68,32.2,0.99,1.53,5126.09,0.78,-22.08,-21.1,3.65,0.12,83.32,103.07,3.86,1
46.19,39.12,1.51,2.39,12206.08,0.97,-20.75,-14.51,1.43,1.35,56.2,122.34,1.78,1
40.63,35.71,1.08,2.49,7104.75,0.61,-5.29,-8.72,3.11,4.22,67.33,140.55,3.1,1
45.09,36.77,1.26,2.01,4044.87,0.52,-17.15,-14.93,3.48,1.1,36.49,64.45,1.88,1
45.12,35.16,0.95,2.07,13753.4,1.03,-6.66,-19.13,3.23,4.4,34.75,148.23,1.66,1
46.45,36.5,1.5,1.57,3832.46,0.18,-6.12,-23.27,1.55,0.01,44.43,120.69,2.51,1
46.44,30.66,0.85,2.39,6821.3,0.79,-5.64,-20.96,3.82,4.08,49.66,121.19,1.82,1
44.28,37.27,1.32,1.69,11631.78,0.71,-20.81,-11.5,2.36,1.64,51.31,119.56,2.2,1
46.71,34.36,1.52,2.26,12438.68,0.99,-18.63,-17.83,3.47,2.33,53.51,74.06,1.85,1
41.62,36.25,1.34,2.08,11733.05,0.67,-5.91,-10.7,2.88,-0.91,38.61,112.13,2.63,1
45.78,39.92,1.37,1.64,14749.55,0.16,-18.34,-10.98,2.17,-0.84,47.79,69.02,3.74,1
45.46,39.38,1.12,1.6,4285.66,0.9,-18.75,-22.47,3.33,5.22,36.14,113.98,2.97,1
42.2,35.78,1.33,2.09,11648.34,0.72,-7.01,-22.67,3.88,5.44,83.94,82.61,2.89,1
45.47,39.09,0.99,2.19,4829.82,0.55,-9.45,-16.98,1.85,1.47,52.42,40.96,2.44,1
49.85,38.74,0.84,1.74,10395.98,0.51,-9.47,-8.69,3.91,1.54,71.66,42.61,3.5,1
48.08,34.77,1.2,1.53,7351.51,1.0,-18.84,-5.67,2.29,0.94,37.6,69.04,1.65,1
46.22,30.1,0.81,1.79,13089.35,1.13,-18.83,-4.27,3.05,1.98,76.13,76.43,3.55,1
41.3,31.38,1.37,1.55,8719.47,0.71,-16.51,-19.55,2.87,-0.32,40.48,75.44,2.27,1
48.11,32.65,1.11,1.7,10246.51,0.97,-16.68,-17.67,2.28,4.05,32.44,150.93,3.89,1
41.52,33.35,1.51,2.28,7212.75,0.57,-17.68,-9.61,3.94,4.41,30.09,44.7,3.65,1
40.99,31.7,1.34,2.22,3487.16,0.63,-15.41,-15.66,3.29,5.79,31.88,151.55,3.86,1
45.1,30.13,0.92,2.17,7404.31,1.16,-14.96,-9.86,1.4,2.36,74.05,140.02,3.24,1
47.69,32.08,1.29,2.13,13741.29,0.34,-23.12,-7.72,3.52,4.05,32.14,48.49,3.19,1
47.94,32.3,1.08,2.42,5824.16,0.64,-18.33,-12.75,1.85,1.02,31.22,50.34,3.89,1
