Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type,Inspector_Comment,QC_Grade
CELL-007353,BTH-0378,Line_1,Morning,VoltIndustries,25.56,0.136,14.72,16.69,4771.0,92.73,Critical Resistance,,Scrap
CELL-005603,BTH-0378,Line_1,Morning,LithioMat,24.5,0.117,15.15,13.93,4969.0,96.55,None,,Grade B
CELL-007388,BTH-0378,Line_1,Morning,ChemCorp,,0.144,15.0,14.07,5022.0,96.77,None,,Grade A
CELL-016003,BTH-0378,Line_2,Night,ChemCorp,24.7,0.109,15.01,14.09,5032.0,96.5,None,Operator noted irregular machine vibration.,Scrap
CELL-015311,BTH-0378,Line_3,Evening,ChemCorp,23.17,0.144,14.86,13.35,4978.0,97.06,None,,Grade A
CELL-002136,BTH-0378,Line_1,Evening,ChemCorp,22.15,0.142,14.66,14.59,5028.0,97.95,None,,Grade A
CELL-015860,BTH-0378,Line_1,Morning,ChemCorp,23.08,0.112,15.04,14.38,4984.0,95.48,None,,Scrap
CELL-018481,BTH-0378,Line_1,Morning,LithioMat,24.8,0.13,14.96,13.37,5006.0,97.14,None,,Grade A
CELL-013309,BTH-0379,Line_1,Morning,ChemCorp,22.82,0.135,14.96,14.25,5040.0,96.56,None,,Grade A
CELL-002139,BTH-0379,Line_2,Morning,ChemCorp,22.82,0.143,15.02,13.6,4966.0,96.75,None,,Grade A
CELL-009352,BTH-0379,Line_1,Evening,ChemCorp,24.61,0.125,15.04,15.29,4904.0,96.65,High Internal Resistance,,Grade B
CELL-009032,BTH-0379,Line_1,Night,LithioMat,21.67,0.121,15.06,14.49,5000.0,97.65,None,,Grade B
CELL-002678,BTH-0379,Line_1,Morning,LithioMat,24.29,0.103,15.08,14.13,4990.0,98.24,None,,Scrap
CELL-016769,BTH-0379,Line_2,Morning,ChemCorp,23.47,0.129,15.01,13.51,4999.0,96.01,None,,Grade A
CELL-000803,BTH-0379,Line_1,Morning,ChemCorp,23.69,0.108,14.91,12.92,4941.0,97.24,None,,Scrap
CELL-011613,BTH-0379,Line_2,Night,LithioMat,21.7,0.098,15.01,14.5,4983.0,97.66,None,,Scrap
CELL-016186,BTH-0379,Line_2,Evening,ChemCorp,22.0,0.14,14.85,14.12,4952.0,96.94,None,,Grade A
CELL-005815,BTH-0379,Line_2,Morning,ChemCorp,23.48,0.101,15.01,13.86,5039.0,99.06,None,Laser alignment recalibrated mid-batch.,Scrap
CELL-001648,BTH-0379,Line_3,Evening,LithioMat,22.78,0.132,14.83,13.78,4998.0,96.79,None,,Grade A
CELL-003112,BTH-0379,Line_2,Morning,ChemCorp,24.0,0.128,14.94,14.07,4999.0,96.58,None,,Grade A
CELL-012538,BTH-0379,Line_2,Night,ChemCorp,22.28,0.141,15.2,13.29,4962.0,97.7,None,,Grade A
CELL-014535,BTH-0379,Line_2,Evening,ChemCorp,24.83,0.107,15.17,15.15,4968.0,98.79,High Internal Resistance,,Scrap
CELL-011605,BTH-0379,Line_3,Evening,LithioMat,24.54,0.133,14.98,14.02,4959.0,96.41,None,,Grade A
CELL-017866,BTH-0379,Line_1,Evening,ChemCorp,25.22,0.122,15.0,14.12,5026.0,97.99,None,,Grade B
CELL-014355,BTH-0379,Line_1,Evening,LithioMat,23.61,0.117,15.11,13.75,4995.0,96.97,None,,Grade B
CELL-001059,BTH-0379,Line_2,Night,ChemCorp,22.15,0.164,14.91,14.4,5028.0,96.57,None,,Grade A
CELL-015674,BTH-0379,Line_2,Morning,LithioMat,21.92,0.113,14.93,13.54,5002.0,96.47,None,,Scrap
CELL-018769,BTH-0379,Line_1,Evening,LithioMat,24.26,0.148,14.8,14.82,5012.0,97.46,None,,Grade A
CELL-006033,BTH-0379,Line_3,Night,LithioMat,21.29,0.115,14.83,14.16,4951.0,95.46,None,,Grade B
CELL-001414,BTH-0379,Line_2,Night,ChemCorp,23.37,0.162,15.02,13.61,4991.0,96.67,None,,Grade A
CELL-008442,BTH-0379,Line_2,Night,LithioMat,22.15,0.13,14.86,13.26,4995.0,96.68,None,,Grade A
CELL-017460,BTH-0379,Line_2,Morning,VoltIndustries,23.25,0.151,15.09,14.72,5025.0,95.89,None,,Grade A
CELL-005987,BTH-0379,Line_3,Night,LithioMat,19.57,0.152,15.02,14.74,4965.0,96.67,None,,Grade A
CELL-012080,BTH-0379,Line_2,Evening,VoltIndustries,24.33,0.157,15.13,14.83,4982.0,97.0,None,,Grade A
CELL-004741,BTH-0379,Line_1,Night,ChemCorp,20.47,0.157,15.02,13.61,5040.0,96.23,None,,Grade A
CELL-019063,BTH-0379,Line_1,Evening,VoltIndustries,25.46,0.129,15.22,14.63,4985.0,95.98,None,,Grade A
CELL-007380,BTH-0379,Line_1,Evening,VoltIndustries,24.58,0.121,15.07,15.01,4965.0,97.03,High Internal Resistance,,Grade B
CELL-016414,BTH-0379,Line_3,Evening,ChemCorp,24.62,0.159,14.94,14.29,5003.0,97.82,None,,Grade A
CELL-015863,BTH-0379,Line_3,Morning,LithioMat,24.58,0.11,14.94,14.11,4991.0,97.02,None,,Scrap
CELL-008063,BTH-0379,Line_1,Morning,LithioMat,26.54,0.144,14.86,14.2,4964.0,97.57,None,,Grade A
CELL-012597,BTH-0379,Line_1,Morning,ChemCorp,18.33,0.154,14.96,13.86,4990.0,96.93,None,,Grade A
CELL-005682,BTH-0379,Line_2,Morning,ChemCorp,23.24,0.077,15.02,13.03,4974.0,97.07,Poor Retention,,Scrap
CELL-012205,BTH-0379,Line_2,Evening,VoltIndustries,23.9,0.13,15.15,15.13,4995.0,96.83,High Internal Resistance,,Grade A
CELL-019713,BTH-0379,Line_3,Evening,VoltIndustries,23.74,0.127,14.88,15.36,4921.0,96.95,High Internal Resistance,,Grade B
CELL-002039,BTH-0379,Line_2,Morning,VoltIndustries,23.26,0.136,15.03,15.24,4990.0,96.37,High Internal Resistance,,Grade B
CELL-007596,BTH-0379,Line_3,Evening,ChemCorp,24.71,0.166,15.06,14.25,5010.0,96.99,None,,Grade A
CELL-017351,BTH-0379,Line_3,Night,ChemCorp,19.76,0.168,15.09,13.63,5039.0,96.71,None,,Grade A
CELL-019815,BTH-0379,Line_2,Night,VoltIndustries,23.53,0.172,14.87,14.61,5003.0,97.48,None,,Grade A
CELL-005872,BTH-0379,Line_1,Evening,ChemCorp,23.49,0.15,14.96,13.78,4987.0,98.19,None,,Grade A
CELL-004058,BTH-0379,Line_2,Night,LithioMat,21.71,0.125,15.04,14.56,4970.0,96.78,None,,Grade A
CELL-010476,BTH-0379,Line_1,Morning,VoltIndustries,25.64,0.143,14.77,15.4,4964.0,97.43,High Internal Resistance,,Grade B
CELL-009981,BTH-0379,Line_3,Morning,ChemCorp,22.56,0.122,14.93,14.17,4987.0,96.49,None,,Grade B
CELL-015174,BTH-0379,Line_1,Morning,LithioMat,24.32,0.126,15.01,13.6,5042.0,98.36,None,,Grade A
CELL-014918,BTH-0379,Line_1,Evening,VoltIndustries,26.19,0.136,14.8,17.18,4686.0,93.4,Critical Resistance,,Scrap
CELL-000147,BTH-0379,Line_1,Morning,ChemCorp,26.25,0.158,14.85,13.23,4985.0,97.63,None,,Grade A
CELL-003009,BTH-0379,Line_1,Evening,LithioMat,23.39,0.114,14.9,14.47,4991.0,96.57,None,,Scrap
CELL-002934,BTH-0379,Line_1,Morning,ChemCorp,24.26,0.14,15.11,14.02,4971.0,97.42,None,,Grade A
CELL-005735,BTH-0379,Line_3,Morning,LithioMat,24.23,0.117,15.0,13.79,5019.0,97.2,None,,Grade B
CELL-008655,BTH-0379,Line_2,Evening,ChemCorp,,0.15,15.02,14.63,5017.0,95.92,None,,Grade A
CELL-015970,BTH-0379,Line_1,Evening,VoltIndustries,26.14,0.15,14.92,15.01,4975.0,97.33,High Internal Resistance,Routine visual inspection passed.,Grade A
CELL-009695,BTH-0380,Line_1,Night,ChemCorp,20.83,0.116,15.17,13.81,5014.0,96.98,None,,Grade B
CELL-007727,BTH-0380,Line_1,Evening,ChemCorp,22.78,0.12,14.83,13.99,4986.0,97.31,None,,Grade B
CELL-012856,BTH-0380,Line_2,Evening,VoltIndustries,21.28,0.087,14.82,15.83,4911.0,94.31,High Internal Resistance,Standard calibration OK.,Scrap
CELL-015728,BTH-0380,Line_3,Morning,LithioMat,21.62,0.138,15.09,14.07,4978.0,97.52,None,,Grade A
CELL-004459,BTH-0380,Line_1,Morning,LithioMat,19.48,0.109,15.18,14.08,4956.0,96.86,None,,Scrap
CELL-018876,BTH-0380,Line_1,Morning,LithioMat,24.15,0.103,14.94,13.88,5016.0,98.11,None,,Scrap
CELL-004969,BTH-0380,Line_3,Morning,VoltIndustries,22.5,0.12,14.98,15.26,4918.0,97.68,High Internal Resistance,,Grade B
CELL-003566,BTH-0380,Line_1,Night,LithioMat,21.51,0.192,14.96,13.84,5013.0,96.26,None,,Grade A
CELL-000188,BTH-0380,Line_1,Night,LithioMat,22.87,0.146,15.01,13.49,5006.0,96.12,None,,Grade A
CELL-015917,BTH-0380,Line_3,Morning,VoltIndustries,22.6,0.139,15.08,15.56,4926.0,95.3,High Internal Resistance,,Grade B
CELL-012139,BTH-0380,Line_1,Night,ChemCorp,22.9,0.13,14.97,14.51,4989.0,96.89,None,,Grade A
CELL-012067,BTH-0380,Line_1,Night,LithioMat,21.34,0.099,15.09,13.37,5024.0,98.55,None,,Scrap
CELL-009079,BTH-0380,Line_1,Morning,LithioMat,23.77,0.135,15.04,14.45,4994.0,96.79,None,,Grade A
CELL-002790,BTH-0380,Line_1,Night,ChemCorp,20.73,0.18,14.91,14.77,5081.0,97.8,None,,Grade A
CELL-006352,BTH-0380,Line_3,Evening,ChemCorp,21.71,0.099,14.95,13.73,5025.0,97.55,None,,Scrap
CELL-015946,BTH-0380,Line_2,Evening,VoltIndustries,25.0,0.102,15.03,14.69,4959.0,98.37,None,Operator noted irregular machine vibration.,Scrap
CELL-004105,BTH-0380,Line_2,Morning,VoltIndustries,22.74,0.107,14.98,14.3,4998.0,96.56,None,,Scrap
CELL-000463,BTH-0380,Line_1,Night,ChemCorp,21.13,0.122,15.19,13.56,4971.0,97.44,None,,Grade B
CELL-003362,BTH-0380,Line_1,Morning,VoltIndustries,23.26,0.12,14.88,14.49,4993.0,96.67,None,,Grade B
CELL-018006,BTH-0380,Line_3,Night,ChemCorp,19.43,0.131,15.14,14.47,4957.0,96.28,None,,Grade A
CELL-015226,BTH-0380,Line_1,Evening,ChemCorp,24.01,0.143,14.96,15.12,4969.0,96.47,High Internal Resistance,,Grade A
CELL-004635,BTH-0380,Line_2,Evening,LithioMat,24.33,0.124,14.89,14.41,5060.0,98.17,None,,Grade B
CELL-011384,BTH-0380,Line_3,Night,ChemCorp,22.99,0.139,15.24,13.74,5049.0,96.25,None,,Grade A
CELL-001689,BTH-0380,Line_1,Morning,LithioMat,23.56,0.122,15.17,13.57,4992.0,96.99,None,,Grade B
CELL-002386,BTH-0380,Line_1,Evening,LithioMat,24.93,0.136,15.01,14.51,4945.0,97.76,None,,Grade A
CELL-000124,BTH-0380,Line_2,Evening,VoltIndustries,27.25,0.114,14.8,15.21,5003.0,97.85,High Internal Resistance,,Scrap
CELL-013794,BTH-0380,Line_3,Evening,LithioMat,27.19,0.136,14.85,14.07,4996.0,95.64,None,,Grade A
CELL-002092,BTH-0380,Line_3,Night,ChemCorp,22.65,0.128,15.03,14.47,4965.0,96.6,None,,Grade A
CELL-017507,BTH-0380,Line_3,Night,ChemCorp,20.77,0.136,15.04,13.43,4993.0,96.58,None,,Grade A
CELL-018752,BTH-0380,Line_2,Morning,ChemCorp,23.47,0.137,15.06,13.36,5023.0,98.83,None,,Grade A
CELL-010481,BTH-0380,Line_1,Morning,ChemCorp,20.96,0.116,15.08,14.07,5046.0,96.87,None,,Grade B
CELL-006819,BTH-0380,Line_3,Night,VoltIndustries,22.56,0.104,14.85,15.48,4901.0,95.38,High Internal Resistance,,Scrap
CELL-013209,BTH-0380,Line_2,Morning,ChemCorp,,0.129,15.07,14.08,4979.0,97.17,None,,Grade A
CELL-010206,BTH-0380,Line_3,Evening,LithioMat,25.82,0.12,14.94,14.27,4995.0,97.45,None,,Grade B
CELL-011701,BTH-0380,Line_1,Morning,VoltIndustries,23.62,0.153,15.12,14.08,4999.0,96.56,None,,Grade A
CELL-014697,BTH-0380,Line_1,Night,ChemCorp,20.76,0.124,14.81,14.41,5028.0,98.11,None,,Grade B
CELL-019480,BTH-0380,Line_1,Morning,ChemCorp,22.23,0.162,14.98,14.58,5042.0,95.2,None,,Grade A
CELL-016067,BTH-0380,Line_3,Night,ChemCorp,18.86,0.152,14.89,13.92,5082.0,96.39,None,,Grade A
CELL-013059,BTH-0380,Line_2,Morning,VoltIndustries,23.69,0.132,15.04,14.05,4940.0,97.23,None,,Grade A
CELL-005149,BTH-0380,Line_3,Night,ChemCorp,21.41,0.153,15.2,14.5,4969.0,96.78,None,,Grade A
CELL-010550,BTH-0380,Line_1,Morning,VoltIndustries,24.32,0.107,15.05,15.4,4920.0,96.86,High Internal Resistance,,Scrap
CELL-000693,BTH-0380,Line_1,Night,ChemCorp,21.01,0.137,14.9,13.24,5049.0,96.72,None,,Grade A
CELL-004433,BTH-0380,Line_1,Evening,VoltIndustries,25.96,0.09,14.7,15.78,4863.0,94.25,High Internal Resistance,,Scrap
CELL-014066,BTH-0380,Line_1,Morning,ChemCorp,20.47,0.161,15.04,14.29,5017.0,96.46,None,,Grade A
CELL-017163,BTH-0380,Line_3,Morning,LithioMat,23.13,0.129,14.96,13.79,4895.0,97.14,Low Capacity,,Grade A
CELL-008236,BTH-0381,Line_1,Morning,VoltIndustries,22.18,0.127,14.97,15.45,4930.0,97.21,High Internal Resistance,Routine visual inspection passed.,Grade B
CELL-019581,BTH-0381,Line_1,Night,ChemCorp,24.45,0.166,14.85,13.93,4933.0,97.58,None,,Grade A
CELL-007927,BTH-0381,Line_2,Night,LithioMat,22.26,0.17,14.98,14.38,5014.0,98.08,None,,Grade A
CELL-014811,BTH-0381,Line_1,Morning,VoltIndustries,22.86,0.129,14.87,14.89,5006.0,96.48,None,,Grade A
CELL-007759,BTH-0381,Line_3,Night,LithioMat,24.03,0.145,15.0,13.83,4990.0,97.69,None,,Grade A
CELL-004209,BTH-0381,Line_2,Evening,ChemCorp,25.49,0.131,14.93,13.58,5013.0,97.01,None,,Grade A
CELL-015380,BTH-0381,Line_1,Night,ChemCorp,21.87,0.131,14.92,13.18,5046.0,97.6,None,,Grade A
CELL-008307,BTH-0381,Line_3,Night,ChemCorp,22.3,0.147,15.08,14.47,4972.0,96.73,None,,Grade A
CELL-008812,BTH-0381,Line_1,Night,ChemCorp,24.53,0.142,14.86,13.83,4950.0,95.48,None,Standard calibration OK.,Grade A
CELL-015534,BTH-0381,Line_3,Morning,ChemCorp,24.89,0.132,15.0,13.98,4971.0,96.2,None,,Grade A
CELL-013863,BTH-0381,Line_1,Evening,ChemCorp,23.15,0.123,15.18,14.17,4986.0,97.33,None,,Grade B
CELL-017278,BTH-0381,Line_2,Night,LithioMat,23.67,0.089,14.93,13.9,5055.0,96.82,Poor Retention,,Scrap
CELL-015315,BTH-0381,Line_3,Morning,ChemCorp,24.28,0.145,15.17,13.45,4994.0,97.17,None,,Grade A
CELL-004035,BTH-0381,Line_1,Evening,ChemCorp,26.3,0.135,14.84,14.01,5001.0,97.1,None,,Grade A
CELL-002327,BTH-0381,Line_1,Night,VoltIndustries,21.08,0.112,14.94,15.15,4982.0,95.53,High Internal Resistance,Ambient temperature warning suppressed.,Scrap
CELL-013095,BTH-0381,Line_1,Morning,VoltIndustries,23.22,0.146,14.91,14.82,4997.0,96.81,None,,Grade A
CELL-013483,BTH-0381,Line_2,Morning,LithioMat,25.32,0.13,15.14,14.04,5004.0,98.1,None,,Grade A
CELL-015176,BTH-0381,Line_2,Night,LithioMat,19.83,0.151,14.86,14.17,5025.0,96.34,None,,Grade A
CELL-002957,BTH-0381,Line_2,Night,VoltIndustries,20.31,0.124,14.91,14.49,5042.0,96.26,None,,Grade B
CELL-009932,BTH-0381,Line_2,Evening,LithioMat,24.8,0.119,14.99,13.58,5048.0,96.91,None,,Grade B
CELL-003283,BTH-0381,Line_1,Evening,LithioMat,22.2,0.117,15.02,14.63,5018.0,96.98,None,,Grade B
CELL-008832,BTH-0381,Line_1,Night,LithioMat,21.47,0.152,14.93,13.89,4994.0,96.4,None,,Grade A
CELL-006574,BTH-0381,Line_3,Night,ChemCorp,20.66,0.118,14.93,14.17,4995.0,97.34,None,,Grade B
CELL-013154,BTH-0381,Line_2,Morning,VoltIndustries,22.89,0.14,14.97,14.27,4952.0,98.13,None,,Grade A
CELL-013516,BTH-0381,Line_2,Night,ChemCorp,22.11,0.135,14.87,12.44,4977.0,97.68,None,,Grade A
CELL-008775,BTH-0381,Line_2,Evening,ChemCorp,23.15,0.154,14.81,13.61,5022.0,97.66,None,,Grade A
CELL-016588,BTH-0381,Line_3,Evening,ChemCorp,25.4,0.097,14.99,14.28,4970.0,96.69,None,,Scrap
CELL-009337,BTH-0381,Line_1,Night,ChemCorp,22.5,0.115,14.95,13.98,5047.0,98.22,None,,Grade B
CELL-016158,BTH-0381,Line_2,Morning,ChemCorp,23.17,0.146,14.83,13.89,5032.0,98.79,None,,Grade A
CELL-001745,BTH-0381,Line_2,Evening,ChemCorp,25.04,0.114,15.07,14.03,4971.0,97.45,None,,Scrap
CELL-014734,BTH-0381,Line_2,Night,VoltIndustries,21.47,0.116,15.07,14.78,5028.0,97.67,None,,Grade B
CELL-010532,BTH-0381,Line_3,Night,LithioMat,22.42,0.125,14.84,14.83,4950.0,97.32,None,,Grade A
CELL-011228,BTH-0381,Line_3,Morning,ChemCorp,24.73,0.118,15.01,13.95,4997.0,95.86,None,,Grade B
CELL-011383,BTH-0381,Line_2,Night,ChemCorp,21.3,0.117,15.03,14.59,4981.0,97.09,None,,Grade B
CELL-002668,BTH-0381,Line_2,Night,VoltIndustries,,0.16,15.0,14.71,4988.0,96.66,None,,Grade A
CELL-016368,BTH-0381,Line_2,Morning,ChemCorp,,0.167,14.74,14.9,4989.0,96.6,None,,Grade A
CELL-009766,BTH-0381,Line_1,Evening,ChemCorp,23.54,0.11,15.1,14.71,5020.0,98.0,None,,Scrap
CELL-007385,BTH-0381,Line_1,Night,ChemCorp,21.98,0.153,15.05,13.79,5022.0,96.64,None,,Grade A
CELL-002153,BTH-0381,Line_2,Evening,ChemCorp,23.47,0.138,14.85,13.08,4983.0,97.58,None,,Grade A
CELL-006603,BTH-0381,Line_1,Morning,ChemCorp,25.77,0.123,14.87,12.76,5031.0,98.79,None,,Grade B
CELL-007502,BTH-0381,Line_3,Evening,LithioMat,23.85,0.121,15.04,13.91,5006.0,98.18,None,,Grade B
CELL-010728,BTH-0381,Line_1,Morning,ChemCorp,24.06,0.133,14.98,14.38,4982.0,97.99,None,,Grade A
CELL-003133,BTH-0381,Line_1,Evening,ChemCorp,24.82,0.123,14.99,13.9,4972.0,97.64,None,,Grade B
CELL-012458,BTH-0381,Line_1,Morning,VoltIndustries,23.65,0.129,14.8,15.29,4982.0,97.15,High Internal Resistance,,Grade B
CELL-002858,BTH-0381,Line_2,Morning,LithioMat,23.84,0.151,14.99,13.09,5041.0,96.95,None,,Grade A
CELL-003719,BTH-0381,Line_2,Morning,VoltIndustries,24.47,0.107,14.95,15.19,5008.0,97.93,High Internal Resistance,,Scrap
CELL-018718,BTH-0381,Line_1,Evening,VoltIndustries,24.5,0.152,15.07,14.85,4984.0,97.23,None,,Grade A
CELL-014655,BTH-0381,Line_2,Morning,VoltIndustries,25.59,0.134,14.75,15.73,4879.0,92.48,High Internal Resistance,,Grade B
CELL-004147,BTH-0382,Line_1,Evening,ChemCorp,23.04,0.168,15.09,13.87,4948.0,98.21,None,,Grade A
CELL-004471,BTH-0382,Line_2,Morning,VoltIndustries,24.52,0.155,15.07,15.56,4885.0,90.86,High Internal Resistance,,Grade B
CELL-007568,BTH-0382,Line_1,Evening,VoltIndustries,25.82,0.1,14.89,15.85,4868.0,94.48,High Internal Resistance,Operator noted irregular machine vibration.,Scrap
CELL-012238,BTH-0382,Line_1,Evening,LithioMat,23.56,0.087,14.87,14.19,5039.0,97.09,Poor Retention,Laser alignment recalibrated mid-batch.,Scrap
CELL-019224,BTH-0382,Line_3,Evening,ChemCorp,26.5,0.147,15.04,14.46,5011.0,98.79,None,,Grade A
CELL-016661,BTH-0382,Line_2,Night,VoltIndustries,20.63,0.126,15.07,15.06,4987.0,97.73,High Internal Resistance,,Grade A
CELL-019738,BTH-0382,Line_1,Morning,ChemCorp,21.88,0.127,14.98,14.08,5036.0,96.66,None,,Grade A
CELL-008938,BTH-0382,Line_1,Night,ChemCorp,23.38,0.121,14.94,14.92,5017.0,97.41,None,,Grade B
CELL-009676,BTH-0382,Line_1,Night,LithioMat,21.13,0.119,15.12,14.41,4983.0,97.06,None,Shift handover completed.,Grade B
CELL-016544,BTH-0382,Line_1,Night,VoltIndustries,23.48,0.111,15.06,14.99,4977.0,96.88,None,,Scrap
CELL-008998,BTH-0382,Line_3,Night,ChemCorp,21.61,0.103,14.87,14.06,5012.0,97.19,None,Laser alignment recalibrated mid-batch.,Scrap
CELL-017944,BTH-0382,Line_2,Evening,LithioMat,22.3,0.122,15.13,13.48,4988.0,97.24,None,,Grade B
CELL-012982,BTH-0382,Line_1,Night,ChemCorp,21.07,0.143,15.09,14.25,5003.0,97.39,None,,Grade A
CELL-013938,BTH-0382,Line_1,Evening,ChemCorp,23.39,0.121,15.24,14.49,5022.0,96.54,None,,Grade B
CELL-010577,BTH-0382,Line_2,Night,ChemCorp,23.49,0.099,15.17,13.72,5039.0,98.18,None,Ambient temperature warning suppressed.,Scrap
CELL-010193,BTH-0382,Line_3,Morning,LithioMat,24.99,0.121,14.93,14.35,5038.0,96.55,None,,Grade B
CELL-012440,BTH-0382,Line_2,Night,VoltIndustries,23.5,0.16,14.98,15.73,4932.0,91.92,High Internal Resistance,,Grade B
CELL-006286,BTH-0382,Line_3,Evening,ChemCorp,21.97,0.131,15.01,14.56,4955.0,98.2,None,,Grade A
CELL-014261,BTH-0382,Line_1,Morning,ChemCorp,23.56,0.125,14.9,13.86,4974.0,96.74,None,,Grade A
CELL-009878,BTH-0382,Line_2,Morning,ChemCorp,,0.116,15.05,13.84,5003.0,97.47,None,,Grade B
CELL-018624,BTH-0382,Line_2,Morning,LithioMat,24.89,0.162,15.23,15.31,4955.0,97.73,High Internal Resistance,,Grade B
CELL-002024,BTH-0382,Line_2,Evening,LithioMat,24.18,0.119,14.94,14.18,4991.0,96.11,None,,Grade B
CELL-004987,BTH-0382,Line_2,Night,ChemCorp,22.71,0.145,15.0,14.47,5029.0,95.42,None,,Grade A
CELL-015269,BTH-0382,Line_1,Evening,ChemCorp,22.78,0.111,14.97,13.72,5030.0,98.53,None,,Scrap
CELL-003540,BTH-0382,Line_2,Morning,LithioMat,27.13,0.164,14.47,14.85,5043.0,96.8,None,,Grade A
CELL-018411,BTH-0382,Line_2,Morning,ChemCorp,24.38,0.157,15.01,13.73,5021.0,96.9,None,,Grade A
CELL-013401,BTH-0382,Line_2,Night,ChemCorp,22.86,0.171,14.97,14.67,4958.0,98.03,None,,Grade A
CELL-002432,BTH-0382,Line_2,Night,ChemCorp,19.53,0.138,15.15,14.25,4997.0,97.36,None,,Grade A
CELL-012513,BTH-0382,Line_3,Night,LithioMat,20.91,0.093,15.01,14.2,4947.0,96.97,None,,Scrap
CELL-001348,BTH-0382,Line_2,Evening,ChemCorp,25.81,0.139,14.81,14.27,5049.0,98.13,None,,Grade A
CELL-002614,BTH-0382,Line_2,Night,VoltIndustries,24.48,0.12,15.17,14.58,4948.0,97.4,None,,Grade B
CELL-016207,BTH-0382,Line_3,Morning,LithioMat,26.54,0.132,14.77,14.21,4986.0,96.89,None,,Grade A
CELL-013509,BTH-0382,Line_1,Night,ChemCorp,26.0,0.135,14.89,13.17,4971.0,97.93,None,,Grade A
CELL-012452,BTH-0382,Line_3,Evening,VoltIndustries,24.11,0.122,14.94,14.89,5004.0,96.28,None,,Grade B
CELL-005680,BTH-0382,Line_2,Morning,ChemCorp,25.21,0.138,15.04,13.83,4977.0,97.56,None,,Grade A
CELL-010823,BTH-0382,Line_3,Morning,ChemCorp,25.53,0.135,14.65,14.7,5083.0,97.2,None,,Grade A
CELL-009907,BTH-0382,Line_2,Evening,VoltIndustries,24.22,0.121,14.99,14.95,5013.0,98.16,None,,Grade B
CELL-003332,BTH-0382,Line_3,Morning,LithioMat,24.34,0.147,15.08,13.06,5043.0,98.23,None,,Grade A
CELL-007682,BTH-0382,Line_1,Night,ChemCorp,22.42,0.14,15.13,13.76,4993.0,97.0,None,,Grade A
CELL-010695,BTH-0382,Line_1,Night,LithioMat,21.03,0.129,14.94,13.78,5037.0,96.88,None,,Grade A
CELL-019145,BTH-0382,Line_1,Morning,ChemCorp,23.04,0.144,15.07,13.3,5055.0,96.53,None,Routine visual inspection passed.,Grade A
CELL-002368,BTH-0382,Line_1,Morning,ChemCorp,23.59,0.169,15.12,14.82,4980.0,97.18,None,Shift handover completed.,Grade A
CELL-018545,BTH-0383,Line_1,Morning,ChemCorp,24.68,0.127,15.16,13.7,5043.0,96.13,None,,Grade A
CELL-014187,BTH-0383,Line_1,Morning,ChemCorp,24.66,0.106,14.98,13.71,5020.0,97.0,None,,Scrap
CELL-006231,BTH-0383,Line_1,Night,ChemCorp,23.18,0.131,14.93,13.14,4969.0,98.21,None,,Grade A
CELL-018073,BTH-0383,Line_2,Evening,ChemCorp,22.87,0.151,15.17,13.64,4978.0,97.65,None,,Grade A
CELL-019449,BTH-0383,Line_1,Night,LithioMat,20.9,0.127,15.08,13.76,4994.0,97.27,None,,Grade A
CELL-011823,BTH-0383,Line_1,Night,ChemCorp,20.89,0.177,15.17,14.03,4992.0,96.55,None,Routine visual inspection passed.,Grade A
CELL-004020,BTH-0383,Line_2,Night,ChemCorp,21.7,0.117,14.95,14.79,4979.0,96.87,None,,Grade B
CELL-005728,BTH-0383,Line_1,Evening,ChemCorp,23.9,0.128,15.11,13.87,5006.0,97.0,None,,Grade A
CELL-016465,BTH-0383,Line_1,Night,ChemCorp,24.6,0.14,14.98,13.98,5017.0,97.16,None,Standard calibration OK.,Grade A
CELL-002539,BTH-0383,Line_1,Night,LithioMat,23.35,0.094,15.1,14.84,5011.0,96.79,None,,Scrap
CELL-003961,BTH-0383,Line_3,Morning,VoltIndustries,25.45,0.148,15.0,15.9,4844.0,94.99,High Internal Resistance,,Grade B
CELL-002549,BTH-0383,Line_3,Evening,LithioMat,22.25,0.16,15.14,13.77,4987.0,96.37,None,,Grade A
CELL-009058,BTH-0383,Line_1,Night,VoltIndustries,21.84,0.14,15.16,14.76,5035.0,97.86,None,,Grade A
CELL-018230,BTH-0383,Line_3,Morning,VoltIndustries,25.07,0.165,14.87,13.9,4984.0,96.34,None,,Grade A
CELL-016493,BTH-0383,Line_3,Night,ChemCorp,21.26,0.135,14.98,14.12,5013.0,97.28,None,,Grade A
CELL-009814,BTH-0383,Line_3,Morning,ChemCorp,23.87,0.125,15.08,14.06,5030.0,97.65,None,,Grade A
CELL-014303,BTH-0383,Line_1,Evening,ChemCorp,24.78,0.121,15.14,14.26,4987.0,97.36,None,,Grade B
CELL-018368,BTH-0383,Line_1,Morning,VoltIndustries,24.83,0.12,15.03,14.03,4971.0,98.32,None,,Grade B
CELL-008118,BTH-0383,Line_3,Night,ChemCorp,22.52,0.158,14.93,14.2,4964.0,96.48,None,,Grade A
CELL-012283,BTH-0383,Line_2,Night,ChemCorp,20.21,0.132,14.86,13.73,5032.0,95.64,None,,Grade A
